code,name,city,country,lat,lon
AKN,King Salmon,King Salmon,United States,58.676778,-156.649278
MUI,Muir Aaf,Muir,United States,40.434811,-76.569411
JHM,Kapalua,Lahania-kapalua,United States,20.962936,-156.673031
JFK,John F Kennedy Intl,New York,United States,40.639751,-73.778925
HST,Homestead Arb,Homestead,United States,25.48855,-80.383567
RAL,Riverside Muni,Riverside,United States,33.951875,-117.445103
FLV,Sherman Aaf,Fort Leavenworth,United States,39.368332,-94.914686
WAL,Wallops Flight Facility,Wallops Island,United States,37.940194,-75.466389
HMN,Holloman Afb,Alamogordo,United States,32.852519,-106.106525
NXX,Willow Grove Nas Jrb,Willow Grove,United States,40.199833,-75.148167
CYS,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,United States,41.155722,-104.811839
SCK,Stockton Metropolitan,Stockton,United States,37.894167,-121.238306
CHS,Charleston Afb Intl,Charleston,United States,32.898647,-80.040528
RNO,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108
KTN,Ketchikan Intl,Ketchikan,United States,55.355556,-131.71375
YIP,Willow Run,Detroit,United States,42.237928,-83.530408
VBG,Vandenberg Afb,Lompoc,United States,34.737333,-120.584306
BHM,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
NEL,Lakehurst Naes,Lakehurst,United States,40.033333,-74.353333
SYA,Eareckson As,Shemya,United States,52.712275,174.11362
LSV,Nellis Afb,Las Vegas,United States,36.236197,-115.034253
RIV,March Arb,Riverside,United States,33.880711,-117.259453
MOD,Modesto City Co Harry Sham,Modesto,United States,37.625817,-120.954422
SMF,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
UGN,Waukegan Rgnl,Chicago,United States,42.422161,-87.867908
COS,City Of Colorado Springs Muni,Colorado Springs,United States,38.805805,-104.700778
BUF,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167
SKY,Griffing Sandusky,Sandusky,United States,41.433361,-82.652333
PAE,Snohomish Co,Everett,United States,47.906342,-122.281564
MUO,Mountain Home Afb,Mountain Home,United States,43.043603,-115.872431
CDC,Cedar City Rgnl,Cedar City,United States,37.700967,-113.098847
BDL,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
MFE,Mc Allen Miller Intl,Mcallen,United States,26.175833,-98.238611
NGU,Norfolk Ns,Norfolk,United States,36.937644,-76.289289
CEF,Westover Arb Metropolitan,Chicopee Falls,United States,42.194014,-72.534783
LBB,Lubbock Preston Smith Intl,Lubbock,United States,33.663639,-101.822778
ORD,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842
BCT,Boca Raton,Boca Raton,United States,26.3785,-80.107694
FAI,Fairbanks Intl,Fairbanks,United States,64.815114,-147.856267
NYG,Quantico Mcaf,Quantico,United States,38.501683,-77.305333
CVS,Cannon Afb,Clovis,United States,34.382775,-103.322147
NGF,Kaneohe Bay Mcaf,Kaneohe Bay,United States,21.450453,-157.768
OFF,Offutt Afb,Omaha,United States,41.118332,-95.912511
GKN,Gulkana,Gulkana,United States,62.154888,-145.456639
ART,Watertown Intl,Watertown,United States,43.991922,-76.021739
PSP,Palm Springs Intl,Palm Springs,United States,33.829667,-116.506694
AMA,Rick Husband Amarillo Intl,Amarillo,United States,35.219369,-101.705931
FOD,Fort Dodge Rgnl,Fort Dodge,United States,42.5512,-94.191842
BAD,Barksdale Afb,Shreveport,United States,32.50182,-93.662674
FOE,Forbes Fld,Topeka,United States,38.950944,-95.663611
COT,Cotulla Lasalle Co,Cotulla,United States,28.456694,-99.220294
ILM,Wilmington Intl,Wilmington,United States,34.270615,-77.902569
BTR,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,30.533167,-91.149639
NMM,Meridian Nas,Meridian,United States,32.552083,-88.555557
TYR,Tyler Pounds Rgnl,Tyler,United States,32.354139,-95.402386
BWI,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
HBR,Hobart Muni,Hobart,United States,34.991308,-99.051353
LNY,Lanai,Lanai,United States,20.785611,-156.951419
AEX,Alexandria Intl,Alexandria,United States,31.3274,-92.549833
WSD,Condron Aaf,White Sands,United States,32.341484,-106.40277
CDB,Cold Bay,Cold Bay,United States,55.206061,-162.725436
TUL,Tulsa Intl,Tulsa,United States,36.198389,-95.888111
SIT,Sitka Rocky Gutierrez,Sitka,United States,57.047138,-135.361611
ISP,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
MSP,Minneapolis St Paul Intl,Minneapolis,United States,44.881956,-93.221767
ILG,New Castle,Wilmington,United States,39.678722,-75.606528
DUT,Unalaska,Unalaska,United States,53.900139,-166.5435
MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
PWM,Portland Intl Jetport,Portland,United States,43.646161,-70.309281
OKC,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
ALB,Albany Intl,Albany,United States,42.748267,-73.801692
VDZ,Valdez Pioneer Fld,Valdez,United States,61.133949,-146.248342
LFI,Langley Afb,Hampton,United States,37.082881,-76.360547
SNA,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
CBM,Columbus Afb,Colombus,United States,33.643833,-88.443833
TMB,Kendall Tamiami Executive,Kendall-tamiami,United States,25.647889,-80.432777
NTU,Oceana Nas,Oceana,United States,36.820703,-76.033542
GUS,Grissom Arb,Peru,United States,40.648094,-86.152119
CPR,Natrona Co Intl,Casper,United States,42.908,-106.464417
VPS,Eglin Afb,Valparaiso,United States,30.48325,-86.5254
SEM,Craig Fld,Selma,United States,32.343947,-86.987803
EYW,Key West Intl,Key West,United States,24.556111,-81.759556
CLT,Charlotte Douglas Intl,Charlotte,United States,35.214,-80.943139
LAS,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
MCO,Orlando Intl,Orlando,United States,28.429394,-81.308994
FLO,Florence Rgnl,Florence,United States,34.185361,-79.723889
GTF,Great Falls Intl,Great Falls,United States,47.482,-111.370689
YNG,Youngstown Warren Rgnl,Youngstown,United States,41.260736,-80.679097
FBK,Ladd Aaf,Fort Wainwright,United States,64.8375,-147.614444
MMV,Mc Minnville Muni,Mackminnville,United States,45.194444,-123.135944
WRB,Robins Afb,Macon,United States,32.640144,-83.59185
BKK,Suvarnabhumi Intl,Bangkok,Thailand,13.681108,100.747283
,Andi Jemma,Masamba,Indonesia,-2.558044,120.324383
,Soroako,Soroako,Indonesia,-2.531203,121.357639
,Pongtiku,Makale,Indonesia,-3.044736,119.821536
KDI,Wolter Monginsidi,Kendari,Indonesia,-4.081608,122.418231
SBG,Maimun Saleh,Sabang,Indonesia,5.874131,95.339672
,Cibeureum,Tasikmalaya,Indonesia,-7.346603,108.246092
,Iswahyudi,Madiun,Indonesia,-7.615767,111.434117
MLG,Abdul Rachman Saleh,Malang,Indonesia,-7.926556,112.714514
,Budiarto,Tangerang,Indonesia,-6.293169,106.5699
BDO,Husein Sastranegara,Bandung,Indonesia,-6.900625,107.576294
CBN,Penggung,Cirebon,Indonesia,-6.756144,108.539672
JOG,Adi Sutjipto,Yogyakarta,Indonesia,-7.788181,110.431758
CXP,Tunggul Wulung,Cilacap,Indonesia,-7.645056,109.033911
PCB,Pondok Cabe,Jakarta,Indonesia,-6.336964,106.764561
SRG,Achmad Yani,Semarang,Indonesia,-6.971447,110.374122
BTH,Hang Nadim,Batam,Indonesia,1.121028,104.118753
TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia,-2.745722,107.754917
PGK,Depati Amir,Pangkal Pinang,Indonesia,-2.1622,106.139064
TNJ,Kijang,Tanjung Pinang,Indonesia,0.922683,104.532311
SIQ,Dabo,Singkep,Indonesia,-0.479189,104.579283
BDJ,Syamsudin Noor,Banjarmasin,Indonesia,-3.442356,114.762553
,Batu Licin,Batu Licin,Indonesia,-3.412408,115.995136
PKN,Iskandar,Pangkalan Bun,Indonesia,-2.705197,111.673208
PKY,Tjilik Riwut,Palangkaraya,Indonesia,-2.225128,113.942661
,Militaerlager,S-Chanf,Switzerland,46.6166,9.9833
MOF,Wai Oti,Maumere,Indonesia,-8.640647,122.236889
ENE,H Hasan Aroeboesman,Ende,Indonesia,-8.849294,121.660644
RTG,Satar Tacik,Ruteng,Indonesia,-8.597011,120.477061
KOE,El Tari,Kupang,Indonesia,-10.171583,123.671136
LBJ,Mutiara Ii,Labuhan Bajo,Indonesia,-8.486656,119.88905
BPN,Sepinggan,Balikpapan,Indonesia,-1.268272,116.894478
TRK,Juwata,Taraken,Indonesia,3.326694,117.565569
SRI,Temindung,Samarinda,Indonesia,-0.484531,117.157111
,Tanjung Santan,Tanjung Santan,Indonesia,-0.093215,117.439292
AMI,Selaparang,Mataram,Indonesia,-8.560708,116.094656
BMU,Muhammad Salahuddin,Bima,Indonesia,-8.539647,118.687322
,Krems Langenlois,Krems,Austria,48.446075,15.631243
WGP,Mau Hau,Waingapu,Indonesia,-9.669217,120.302006
SUB,Juanda,Surabaya,Indonesia,-7.379831,112.786858
SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,-7.516089,110.756892
CNX,Chiang Mai Intl,Chiang Mai,Thailand,18.766847,98.962644
CEI,Chiang Rai Intl,Chiang Rai,Thailand,19.952342,99.882928
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,8.539617,99.944725
DPS,Bali Ngurah Rai,Denpasar,Indonesia,-8.748169,115.167172
NAK,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,14.949497,102.312736
KOP,Nakhon Phanom,Nakhon Phanom,Thailand,17.383794,104.643022
UBP,Ubon Ratchathani,Ubon Ratchathani,Thailand,15.251278,104.870231
KKC,Khon Kaen,Khon Kaen,Thailand,16.466628,102.783661
THS,Sukhothai,Sukhothai,Thailand,17.237992,99.818183
ATH,Eleftherios Venizelos Intl,Athens,Greece,37.936358,23.944467
NGO,Chubu Centrair Intl,Nagoya,Japan,34.858414,136.805408
UKB,Kobe,Kobe,Japan,34.632778,135.223889
PUW,Pullman-Moscow Rgnl,Pullman,United States,46.743861,-117.109583
LWS,Lewiston Nez Perce Co,Lewiston,United States,46.3745,-117.015389
ELM,Elmira Corning Rgnl,Elmira,United States,42.159889,-76.891611
ITH,Ithaca Tompkins Rgnl,Ithaca,United States,42.491028,-76.458444
MRY,Monterey Peninsula,Monterey,United States,36.587,-121.842944
SBA,Santa Barbara Muni,Santa Barbara,United States,34.426211,-119.840372
DAB,Daytona Beach Intl,Daytona Beach,United States,29.179917,-81.058056
,Taoyuan Station,Zhongli,Taiwan,25.013092,121.215216
LPX,Liepaja Intl,Liepaja,Latvia,56.5175,21.096944
RIX,Riga Intl,Riga,Latvia,56.923611,23.971111
SQQ,Siauliai Intl,Siauliai,Lithuania,55.893886,23.394975
HLJ,Barysiai,Barysiai,Lithuania,56.070556,23.558056
KUN,Kaunas Intl,Kaunas,Lithuania,54.963919,24.084778
,S. Darius,Kaunas,Lithuania,54.879792,23.881511
PLQ,Palanga Intl,Palanga,Lithuania,55.973228,21.093856
VNO,Vilnius Intl,Vilnius,Lithuania,54.634133,25.285767
PNV,Pajuostis,Panevezys,Lithuania,55.729444,24.460833
,Erebuni,Yerevan,Armenia,40.122114,44.464992
,Stepanavan,Stepanavan,Armenia,41.04845,44.337172
EVN,Zvartnots,Yerevan,Armenia,40.147275,44.395881
LWN,Gyumri,Gyumri,Armenia,40.750369,43.859342
ASA,Assab Intl,Assab,Eritrea,13.071783,42.645006
ASM,Asmara Intl,Asmara,Eritrea,15.291853,38.910667
MSW,Massawa Intl,Massawa,Eritrea,15.669989,39.370103
GZA,Yasser Arafat Intl,Gaza,Palestine,31.246389,34.276111
RIY,Riyan,Mukalla,Yemen,14.662639,49.375028
BUS,Batumi,Batumi,Georgia,41.610278,41.599694
KUT,Kopitnari,Kutaisi,Georgia,42.176653,42.482583
TBS,Tbilisi,Tbilisi,Georgia,41.669167,44.954722
TAI,Taiz Intl,Taiz,Yemen,13.685964,44.139056
HOD,Hodeidah Intl,Hodeidah,Yemen,14.753,42.976336
ADE,Aden Intl,Aden,Yemen,12.829542,45.028792
AXK,Ataq,Ataq,Yemen,14.551322,46.826183
AAY,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,16.191667,52.175
SAH,Sanaa Intl,Sanaa,Yemen,15.476258,44.219739
FMM,Allgau,Memmingen,Germany,47.988758,10.2395
BHN,Beihan,Beihan,Yemen,14.781972,45.720083
,RK Heliplex,Panorama,Canada,50.2735,-116.14
SCT,Socotra Intl,Socotra,Yemen,12.630672,53.905778
,Al Badie,Al Badie,Yemen,18.719311,50.836911
NAV,Kapadokya,Nevsehir,Turkey,38.771867,34.53455
EZE,Ministro Pistarini,Buenos Aires,Argentina,-34.822222,-58.535833
EBL,Erbil Intl,Erbil,Iraq,36.237611,43.963158
EMD,Emerald,Emerald,Australia,-23.5675,148.179167
,Ellinikon International Airport,Athens,Greece,37.5354,23.4346
KIX,Kansai,Osaka,Japan,34.4347222,135.244167
JRB,Wall Street Heliport,New York,United States,40.701214,-74.009028
TAG,Tagbilaran,Tagbilaran,Philippines,9.66408056,123.853247
JAV,Ilulissat,Ilulissat,Greenland,69.23444,-51.05111
JCH,Qasigiannguit,Qasigiannguit,Greenland,68.833336,-51.0
JEG,Aasiaat,Aasiaat,Greenland,68.7,-52.75
PMI,Son Sant Joan,Palma de Mallorca,Spain,39.55361,2.727778
DRW,Darwin Intl,Darwin,Australia,-12.4083333,130.87266
URT,Surat Thani,Surat Thani,Thailand,9.1325,99.135556
NYU,Bagan Intl,Nyuang U,Burma,21.173833266,94.9246666
MPH,Godofredo P,Caticlan,Philippines,11.9214999,121.953
NSB,Bimini North Seaplane Base,Bimini,Bahamas,25.767,-79.25
TKA,Talkeetna,Talkeetna,United States,62.3205,-150.093694
GZM,Xewkija Heliport,Gozo,Malta,36.027222,14.272778
HVN,Tweed-New Haven Airport,New Haven,United States,41.26375,-72.886806
AVL,Asheville Regional Airport,Asheville,United States,35.436194,-82.541806
GSO,Piedmont Triad,Greensboro,United States,36.09775,-79.937306
FSD,Sioux Falls,Sioux Falls,United States,43.582014,-96.741914
AYQ,Ayers Rock,Uluru,Australia,-25.186111,130.975556
MHT,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
APF,Naples Muni,Naples,United States,26.152619,-81.775294
RDN,Redang,Redang,Malaysia,5.76528,103.007
SDF,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989
CHO,Charlottesville-Albemarle,Charlottesville VA,United States,38.138639,-78.452861
ROA,Roanoke Regional,Roanoke VA,United States,37.325472,-79.975417
LEX,Blue Grass,Lexington KY,United States,38.0365,-84.605889
EVV,Evansville Regional,Evansville,United States,38.036997,-87.532364
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944
BZN,Gallatin Field,Bozeman,United States,45.777643,-111.160151
BIL,Billings Logan International Airport,Billings,United States,45.80921,-108.537654
BTM,Bert Mooney Airport,Butte,United States,45.954806,-112.497472
TVC,Cherry Capital Airport,Traverse City,United States,44.741445,-85.582235
FRS,Mundo Maya International,Flores,Guatemala,16.913819,-89.866383
BHB,Hancock County - Bar Harbor,Bar Harbor,United States,44.4497689,-68.3615653
RKD,Knox County Regional Airport,Rockland,United States,44.0601111,-69.0992303
JAC,Jackson Hole Airport,Jacksn Hole,United States,43.607333333,-110.73775
RFD,Chicago Rockford International Airport ,Rockford,United States,42.1953611,-89.0972222
DME,Domododevo,Moscow,Russia,55.408611,37.906111
SYX,Phoenix International,Sanya,China,18.302897,109.412272
MFN,Milford Sound Airport,Milford Sound,New Zealand,-44.67333,167.92333
TSS,East 34th Street Heliport,New York,United States,40.7425,-73.971944
LJG,Lijiang Airport,Lijiang,China,26.883333,100.23333
GSP,Greenville-Spartanburg International,Greenville,United States,34.895556,-82.218889
QKL,Cologne Railway,Cologne,Germany,50.9425,6.958056
ZWS,Stuttgart Railway Station,Stuttgart,Germany,48.783611,9.181667
BMI,Central Illinois Rgnl,Bloomington,United States,40.477111,-88.915917
GPT,Gulfport-Biloxi,Gulfport,United States,30.407278,-89.070111
AZO,Kalamazoo,Kalamazoo,United States,42.234875,-85.552058
TOL,Toledo,Toledo,United States,41.586806,-83.807833
FWA,Fort Wayne,Fort Wayne,United States,40.978472,-85.195139
DEC,Decatur,Decatur,United States,39.834564,-88.865689
CID,Cedar Rapids,Cedar Rapids,United States,41.884694,-91.710806
LSE,La Crosse Municipal,La Crosse,United States,43.878986,-91.256711
CWA,Central Wisconsin,Wassau,United States,44.772726,-89.646635
PIA,Peoria Regional,Peoria,United States,40.664203,-89.693258
ATW,Appleton,Appleton,United States,44.257526,-88.507576
RST,Rochester,Rochester,United States,43.908283,-92.500014
CMI,Champaign,Champaign,United States,40.03925,-88.278056
MHK,Manhattan Reigonal,Manhattan,United States,39.140972,-96.670833
KGC,Kingscote Airport,Kingscote,Australia,-35.713889,137.521389
HVB,Hervey Bay Airport,Hervey Bay,Australia,-25.318889,152.880278
BSL,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,47.59,7.529167
DLU,Dali,Dali,China,25.649444,100.319444
JHG,Jinghong,Jinghong,China,21.973914,100.759611
MZV,Mulu,Mulu,Malaysia,4.048333,114.805
SSH,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,27.977222,34.394722
FKL,Franklin,Franklin,United States,41.377874,-79.860362
NBO,Jomo Kenyatta International,Nairobi,Kenya,-1.319167,36.9275
SEU,Seronera,Seronera,Tanzania,-2.458056,34.8225
FTE,El Calafate,El Calafate,Argentina,-50.280322,-72.053103
ARM,Armidale,Armidale,Australia,-30.528056,151.617222
GJT,Grand Junction Regional,Grand Junction,United States,39.122413,-108.526735
SGU,St George Muni,Saint George,United States,37.090583,-113.593056
DWH,David Wayne Hooks Field,Houston,United States,30.063746,-95.554276
S46,Port O\\'Connor Airfield,Port O\\'Connor,United States,28.429977,-96.442859
SRQ,Sarasota Bradenton Intl,Sarasota,United States,27.395444,-82.554389
VNY,Van Nuys,Van Nuys,United States,34.209811,-118.489972
BDA,Bermuda Intl,Bermuda,Bermuda,32.364042,-64.678703
X21,Arthur Dunn Airpark,Titusville,United States,28.622552,-80.83541
MLI,Quad City Intl,Moline,United States,41.448528,-90.507539
PFN,Panama City Bay Co Intl,Panama City,United States,30.212083,-85.682806
HIR,Honiara International,Honiara,Solomon Islands,-9.428,160.054789
PPT,Faa\\'a International,Papeete,French Polynesia,-17.556667,-149.611389
INU,Nauru Intl,Nauru,Nauru,-0.547458,166.9191
FUN,Funafuti International,Funafuti,Tuvalu,-8.525,179.196389
OVB,Tolmachevo,Novosibirsk,Russia,55.012622,82.650656
DWS,Orlando,Orlando,United States,28.398,-81.57
,Stavns,Samsoe,Denmark,55.89,10.62
XKH,Xieng Khouang,Phon Savan,Laos,19.449997,103.158333
HUI,Phu Bai,Hue,Vietnam,16.401499,107.702614
BIS,Bismarck Municipal Airport,Bismarck,United States,46.775842,-100.757931
TEX,Telluride,Telluride,United States,37.953759,-107.90848
INC,Yinchuan,Yinchuan,China,38.481944,106.009167
HGN,Mae Hong Son,Mae Hong Son,Thailand,19.301667,97.975
RAP,Rapid City Regional Airport,Rapid City,United States,44.045278,-103.057222
CLD,McClellan-Palomar Airport,Carlsbad,United States,33.0742,-117.1648
FNT,Bishop International,Flint,United States,42.965424,-83.743629
DVO,Francisco Bangoy International,Davao,Philippines,7.125522,125.645778
FNC,Madeira,Funchal,Portugal,32.697889,-16.774453
STM,Santarem,Santarem,Brazil,-2.422431,-54.792789
KOS,Sihanoukville,Sihanoukville,Cambodia,10.579686,103.636828
YOA,Ekati,Ekati,Canada,64.698889,-110.614722
NPE,Napier,NAPIER,New Zealand,-39.465833,176.87
LEV,Levuka Airfield,Levuka,Fiji,-17.68333,178.83333
LXA,Lhasa-Gonggar,Lhasa,China,29.297778,90.911944
RDD,Redding Muni,Redding,United States,40.509,-122.293389
EUG,Mahlon Sweet Fld,Eugene,United States,44.124583,-123.211972
IDA,Idaho Falls Rgnl,Idaho Falls,United States,43.514556,-112.07075
MFR,Rogue Valley Intl Medford,Medford,United States,42.374228,-122.8735
KBZ,Kaikoura,Kaikoura,New Zealand,-42.416668,173.68333
RDM,Roberts Fld,Redmond-Bend,United States,44.254066,-121.149964
PCN,Koromiko,Picton,New Zealand,-41.348333,173.955278
WDH,Windhoek Hosea Kutako International Airport ,Windhoek,Namibia,-22.486667,17.4625
YWH,Victoria Inner Harbour Airport,Victoria,Canada,48.422778,-123.3875
CXH,Vancouver Coal Harbour,Vancouver,Canada,49.289722,-123.115833
TNA,Jinan,Jinan,China,36.857214,117.215992
CZX,Changzhou,Changzhou,China,31.941667,119.711667
YBP,Yibin,Yibin,China,28.800278,104.544444
TJM,Roschino,Tyumen,Russia,57.189567,65.3243
CAK,Akron Canton Regional Airport,Akron,United States,40.9160833,-81.4421944
HSV,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,34.6371944,-86.7750556
PKB,Mid-Ohio Valley Regional Airport,PARKERSBURG,United States,39.3451039,-81.4392031
MGM,Montgomery Regional Airport ,MONTGOMERY,United States,32.3006389,-86.3939722
TRI,Tri-Cities Regional Airport,BRISTOL,United States,36.4752222,-82.4074167
PAH,Barkley Regional Airport,PADUCAH,United States,37.0602875,-88.7729583
KUF,Kurumoch,Samara,Russia,53.5,50.15
JIB,Ambouli International Airport,Djibouti,Djibouti,11.5472,43.1594
HAK,Meilan,Haikou,China,19.934856,110.458961
MFA,Mafia,Mafia Island,Tanzania,-7.913889,39.665
FCA,Glacier Park Intl,Kalispell,United States,48.310472,-114.256
,Mtemere Airstrip,Selous,Tanzania,-7.75093364716,38.2032814026
PGA,Page Municipal Airport,Page,United States,36.9261,-111.4483
UII,Utila Airport,Utila,Honduras,16.091667,-86.8875
SNV,Santa Elena Airport,Santa Elena de Uairen,Venezuela,4.554722,-61.144922
MBS,Mbs Intl,Saginaw,United States,43.532913,-84.079647
BGM,Greater Binghamton Edwin A Link Fld,Binghamton,United States,42.208689,-75.979839
BGW,Baghdad International Airport,Baghdad,Iraq,33.262539,44.234578
NNT,Nan,Nan,Thailand,18.807914,100.783419
ROI,Roi Et,Roi Et,Thailand,16.116761,103.773797
BFV,Buri Ram,Buri Ram,Thailand,15.229539,103.253231
UNN,Ranong,Ranong,Thailand,9.777622,98.585483
TDX,Trat,Trat,Thailand,12.274572,102.318958
BLH,Blythe Airport,Blythe,United States,33.619167,-114.716889
,Al Asad Airbase,Al Asad,Iraq,33.785608,42.4412
,Al Taqaddum Airbase,Al Taqaddum,Iraq,33.338053,43.597072
,Balad Southeast Airport,Al Bakr,Iraq,33.940194,44.361583
CRK,Diosdado Macapagal International,Angeles City,Philippines,15.185833,120.560278
SDK,Sandakan,Sandakan,Malaysia,5.900897,118.059486
LXG,Luang Namtha,Luang Namtha,Laos,20.960556,101.4025
ODY,Oudomxay,Muang Xay,Laos,20.6827,101.994
SHE,Shenyang Taoxian International Airport,Shenyang,China,41.3824,123.2901
DOY,Dongying Airport,Dongying,China,37.2716,118.2819
MNI,John A. Osborne Airport,Geralds,Montserrat,16.791389,-62.193333
PSG,Petersburg James A. Johnson,Petersburg,United States,56.801667,-132.945278
LYA,Luoyang Airport,Luoyang,China,34.41,112.28
XUZ,Xuzhou Guanyin Airport,Xuzhou,China,34.16,117.11
IFN,Esfahan Shahid Beheshti Intl,Isfahan,Iran,32.750836,51.861267
MWQ,Magwe,Magwe,Burma,20.165453,94.941185
KHM,Khamti,Khamti,Burma,25.988333,95.674444
DLI,Dalat,Dalat,Vietnam,11.75,108.367
VDH,Dong Hoi,Dong Hoi,Vietnam,17.515,106.590556
VKG,Rach Gia,Rach Gia,Vietnam,9.949676,105.133659
CAH,Ca Mau,Ca Mau,Vietnam,9.188049,105.174721
VCL,Chu Lai,Chu Lai,Vietnam,15.405944,108.705889
TBB,Dong Tac,Tuy Hoa,Vietnam,13.04955,109.333706
PYY,Pai,Pai,Thailand,19.372,98.437
BWK,Brac,Brac,Croatia,43.285719,16.679719
NSI,Yaounde Nsimalen,Yaounde,Cameroon,3.722556,11.553269
CKY,Conakry,Conakry,Guinea,9.576889,-13.611961
,Bergrestaurant,Trogen,Switzerland,46.992094,8.390315
,Uetliberg,Zuerich,Switzerland,47.36029,8.47805
AAH,Flugplatz Merzbrueck,Aachen,Germany,50.823194,6.186389
FKB,Baden Airpark,Karlsruhe/Baden-Baden,Germany,48.7793,8.08048
SFB,Orlando Sanford Intl,Sanford,United States,28.777639,-81.237489
PQC,Duong Dong Airport,Phu Quoc,Vietnam,10.227025,103.967169
JST,John Murtha Johnstown-Cambria County Airport,Johnstown,United States,40.316111,-78.833889
LUA,Lukla,Lukla,Nepal,27.687778,86.731389
BHP,Bhojpur,Bhojpur,Nepal,27.14743,87.050819
LDN,Lamidanda,Lamidanda,Nepal,27.253117,86.670044
JMO,Jomsom,Jomsom,Nepal,28.782222,83.7225
NGX,Manang,Manang,Nepal,28.633,84.0
PPL,Phaplu,Phaplu,Nepal,27.517,86.6
TMK,Thamkharka,Thamkharka,Nepal,27.052222,86.861944
RUM,Rumjatar,Rumjatar,Nepal,27.303509,86.55043
DNP,Tulsipur,Dang,Nepal,28.111111,82.294167
RUK,Rukumkot,Rukumkot,Nepal,28.627,82.195
JUM,Jumla,Jumla,Nepal,29.274167,82.193333
HRJ,Chaurjhari,Chaurjhari,Nepal,28.0,83.833
TPJ,Taplejung,Taplejung,Nepal,27.35,84.667
TMI,Tumling Tar,Tumling Tar,Nepal,27.315,87.193333
SKH,Surkhet,Surkhet,Nepal,28.586,81.636
IMK,Simikot,Simikot,Nepal,29.971064,81.818932
DOP,Dolpa,Dolpa,Nepal,28.985718,82.819145
BJH,Bajhang,Bajhang,Nepal,29.53896,81.185364
DHI,Dhangarhi,Dhangarhi,Nepal,28.753333,80.581944
MWX,Muan,Muan,South Korea,34.991389,126.382778
JTY,Astypalaia,Astypalaia,Greece,36.579886,26.375822
JIK,Ikaria,Ikaria,Greece,37.682717,26.347061
JKL,Kalymnos Island,Kalymnos,Greece,36.963333,26.940556
MLO,Milos,Milos,Greece,36.696111,24.4775
JNX,Naxos,Cyclades Islands,Greece,37.080556,25.368056
PAS,Paros,Paros,Greece,37.010278,25.127778
KZS,Kastelorizo,Kastelorizo,Greece,36.127777,29.566656
RMF,Marsa Alam Intl,Marsa Alam,Egypt,25.557111,34.583711
NRN,Niederrhein,Weeze,Germany,51.602222,6.141944
USU,Busuanga,Busuanga,Philippines,12.121458,120.100031
BXU,Butuan,Butuan,Philippines,8.951322,125.477972
DPL,Dipolog,Dipolog,Philippines,8.601261,123.334481
LAO,Laoag Intl,Laoag,Philippines,18.178092,120.531522
LGP,Legazpi,Legazpi,Philippines,13.157064,123.746247
OZC,Ozamis,Ozamis,Philippines,8.178508,123.841731
ZQW,Zweibruecken,Zweibruecken,Germany,49.209445,7.401323
CEB,Mactan Cebu Intl,Cebu,Philippines,10.307542,123.979439
NOE,Sonderlandeplatz Norden-Norddeich,Norden,Germany,53.632221,7.191389
JUI,Verkehrslandeplatz Juist,Juist,Germany,53.681572,7.055731
BPS,Aeroporto de Porto Seguro,Porto Seguro,Brazil,-16.438611,-39.080833
GDA,Gounda Airport,Gounda,Central African Republic,9.272222,21.197222
,Heliport Hotel das Cataratas,Cataratas National Park,Brazil,-25.684,-54.44024
,Iguatu,Iguatu,Brazil,-6.346639,-39.293777
PMW,Palmas,Palmas,Brazil,-10.241667,-48.35278
CLV,Caldas Novas,Caldas Novas,Brazil,-17.7267,-48.6114
MSO,Missoula Intl,Missoula,United States,46.916306,-114.090556
BKQ,Blackall,Blackall,Australia,-24.427778,145.428611
BDB,Bundaberg,Bundaberg,Australia,-24.903889,152.318611
GCN,Grand Canyon National Park Airport,Grand Canyon,United States,35.9523611,-112.1469722
